PWM1,PWM2,PWM3,PWM4,Airspeed,Throttle,ClimbRate,Current,Voltage,Power,Roll,Pitch,Yaw
1649,1649,1649,1650,4.9701943397522,44,4.97008991241455,32.73,12.6,412.398,0.00329427747055888,0.00376272108405828,-0.128821447491646
1649,1649,1649,1650,4.9701943397522,44,4.97008991241455,32.73,12.6,412.398,0.00329427747055888,0.00376272108405828,-0.128821447491646
1647,1646,1647,1647,4.84558248519898,43,4.8454704284668,32.54,12.6,410.004,0.00310787931084633,0.00366604188457131,-0.128846123814583
1647,1646,1647,1647,4.84558248519898,43,4.8454704284668,32.54,12.6,410.004,0.00310787931084633,0.00366604188457131,-0.128846123814583
1644,1644,1644,1644,4.72170686721802,43,4.72159242630005,32.27,12.6,406.602,0.00281325937248766,0.00353490468114615,-0.128832817077637
1644,1644,1644,1644,4.72170686721802,43,4.72159242630005,32.27,12.6,406.602,0.00281325937248766,0.00353490468114615,-0.128832817077637
1641,1641,1641,1641,4.59642362594605,42,4.59630966186523,32.11,12.6,404.586,0.00248281820677221,0.00317335338331759,-0.128818362951279
1641,1641,1641,1641,4.59642362594605,42,4.59630966186523,32.11,12.6,404.586,0.00248281820677221,0.00317335338331759,-0.128818362951279
1639,1639,1639,1639,4.47101068496704,42,4.47090148925781,31.86,12.6,401.436,0.00271381298080087,0.00293983076699078,-0.128826677799225
1639,1639,1639,1639,4.47101068496704,42,4.47090148925781,31.86,12.6,401.436,0.00271381298080087,0.00293983076699078,-0.128826677799225
1636,1636,1636,1637,4.34681367874146,42,4.34671068191528,31.7,12.6,399.42,0.00288339494727552,0.00292598968371749,-0.128839805722237
1636,1636,1636,1637,4.34681367874146,42,4.34671068191528,31.7,12.6,399.42,0.00288339494727552,0.00292598968371749,-0.128839805722237
1634,1634,1634,1634,4.22299003601074,41,4.22289133071899,31.47,12.6,396.522,0.00307867722585797,0.00264483829960227,-0.128808602690697
1634,1634,1634,1634,4.22299003601074,41,4.22289133071899,31.47,12.6,396.522,0.00307867722585797,0.00264483829960227,-0.128808602690697
1632,1632,1632,1632,4.09972333908081,41,4.09962844848633,31.3,12.6,394.38,0.00331841036677361,0.0022102752700448,-0.128796964883804
1632,1632,1632,1632,4.09972333908081,41,4.09962844848633,31.3,12.6,394.38,0.00331841036677361,0.0022102752700448,-0.128796964883804
1629,1629,1629,1629,3.97531127929688,41,3.9752209186554,31.03,12.6,390.978,0.00328667555004358,0.00200842646881938,-0.128828749060631
1629,1629,1629,1629,3.97531127929688,41,3.9752209186554,31.03,12.6,390.978,0.00328667555004358,0.00200842646881938,-0.128828749060631
1627,1627,1627,1627,3.85057592391968,40,3.85049176216126,30.94,12.6,389.844,0.00305941514670849,0.0020937470253557,-0.128879576921463
1627,1627,1627,1627,3.85057592391968,40,3.85049176216126,30.94,12.6,389.844,0.00305941514670849,0.0020937470253557,-0.128879576921463
1625,1625,1625,1625,3.72654366493225,40,3.7264666557312,30.71,12.6,386.946,0.00304833240807056,0.00210282998159528,-0.128936737775803
1625,1625,1625,1625,3.72654366493225,40,3.7264666557312,30.71,12.6,386.946,0.00304833240807056,0.00210282998159528,-0.128936737775803
1622,1622,1622,1623,3.60190677642822,40,3.60182976722717,30.54,12.6,384.804,0.00340779754333198,0.00233739241957665,-0.128949970006943
1622,1622,1622,1623,3.60190677642822,40,3.60182976722717,30.54,12.6,384.804,0.00340779754333198,0.00233739241957665,-0.128949970006943
1620,1620,1620,1620,3.47619223594666,40,3.47611284255981,30.32,12.6,382.032,0.0033059564884752,0.00234874105080962,-0.128951743245125
1620,1620,1620,1620,3.47619223594666,40,3.47611284255981,30.32,12.6,382.032,0.0033059564884752,0.00234874105080962,-0.128951743245125
1618,1618,1618,1618,3.35037231445313,39,3.35029053688049,30.2,12.6,380.52,0.00304763135500252,0.0025537833571434,-0.128976941108704
1618,1618,1618,1618,3.35037231445313,39,3.35029053688049,30.2,12.6,380.52,0.00304763135500252,0.0025537833571434,-0.128976941108704
1616,1616,1616,1616,3.22424221038818,39,3.22415900230408,29.97,12.6,377.622,0.00285455631092191,0.00283493334427476,-0.129011422395706
1616,1616,1616,1616,3.22424221038818,39,3.22415900230408,29.97,12.6,377.622,0.00285455631092191,0.00283493334427476,-0.129011422395706
1614,1614,1614,1614,3.09832000732422,39,3.09823369979858,29.8,12.6,375.48,0.00281029450707138,0.00288583850488067,-0.129026681184769
1614,1614,1614,1614,3.09832000732422,39,3.09823369979858,29.8,12.6,375.48,0.00281029450707138,0.00288583850488067,-0.129026681184769
1611,1611,1611,1612,2.97132539749146,38,2.9712336063385,29.64,12.6,373.464,0.00298323971219361,0.0029947105795145,-0.128990575671196
1611,1611,1611,1612,2.97132539749146,38,2.9712336063385,29.64,12.6,373.464,0.00298323971219361,0.0029947105795145,-0.128990575671196
1610,1609,1609,1609,2.84342837333679,38,2.84332418441772,29.47,12.6,371.322,0.00313141918741167,0.00312886782921851,-0.128960907459259
1610,1609,1609,1609,2.84342837333679,38,2.84332418441772,29.47,12.6,371.322,0.00313141918741167,0.00312886782921851,-0.128960907459259
1608,1607,1607,1607,2.71527194976807,38,2.71515965461731,29.31,12.6,369.306,0.00295136286877096,0.00287515926174819,-0.128919959068298
1608,1607,1607,1607,2.71527194976807,38,2.71515965461731,29.31,12.6,369.306,0.00295136286877096,0.00287515926174819,-0.128919959068298
1605,1605,1605,1605,2.58634567260742,38,2.58622574806213,29.14,12.6,367.164,0.00301559851504862,0.0026900926604867,-0.128884792327881
1605,1605,1605,1605,2.58634567260742,38,2.58622574806213,29.14,12.6,367.164,0.00301559851504862,0.0026900926604867,-0.128884792327881
1603,1603,1603,1604,2.4568305015564,37,2.45670127868652,28.96,12.6,364.896,0.00308826402761042,0.00253849988803268,-0.128913015127182
1603,1603,1603,1604,2.4568305015564,37,2.45670127868652,28.96,12.6,364.896,0.00308826402761042,0.00253849988803268,-0.128913015127182
1601,1601,1602,1601,2.32728552818298,37,2.32715177536011,28.81,12.6,363.006,0.00275002117268741,0.00262763979844749,-0.128943964838982
1601,1601,1602,1601,2.32728552818298,37,2.32715177536011,28.81,12.6,363.006,0.00275002117268741,0.00262763979844749,-0.128943964838982
1600,1600,1600,1600,2.19712805747986,37,2.19699192047119,28.65,12.6,360.99,0.00293302116915584,0.00267878244630992,-0.12893670797348
1600,1600,1600,1600,2.19712805747986,37,2.19699192047119,28.65,12.6,360.99,0.00293302116915584,0.00267878244630992,-0.12893670797348
1598,1598,1598,1598,2.06693744659424,37,2.0667896270752,28.52,12.6,359.352,0.0029057776555419,0.00270081195048988,-0.128930389881134
1598,1598,1598,1598,2.06693744659424,37,2.0667896270752,28.52,12.6,359.352,0.0029057776555419,0.00270081195048988,-0.128930389881134
1596,1596,1596,1596,1.93613827228546,36,1.93597626686096,28.31,12.6,356.706,0.00230804504826665,0.00308952177874744,-0.128915756940842
1596,1596,1596,1596,1.93613827228546,36,1.93597626686096,28.31,12.6,356.706,0.00230804504826665,0.00308952177874744,-0.128915756940842
1594,1594,1594,1594,1.80427634716034,36,1.80410730838776,28.23,12.6,355.698,0.0020242934115231,0.00283897225745022,-0.128916010260582
1594,1594,1594,1594,1.80427634716034,36,1.80410730838776,28.23,12.6,355.698,0.0020242934115231,0.00283897225745022,-0.128916010260582
1593,1593,1593,1593,1.67220842838287,36,1.67204821109772,28.06,12.6,353.556,0.00204594386741519,0.00247934670187533,-0.128872871398926
1593,1593,1593,1593,1.67220842838287,36,1.67204821109772,28.06,12.6,353.556,0.00204594386741519,0.00247934670187533,-0.128872871398926
1591,1591,1591,1591,1.5407886505127,36,1.5406266450882,27.96,12.6,352.296,0.00233924761414528,0.00265690078958869,-0.128810033202171
1591,1591,1591,1591,1.5407886505127,36,1.5406266450882,27.96,12.6,352.296,0.00233924761414528,0.00265690078958869,-0.128810033202171
1589,1589,1590,1589,1.40873837471008,36,1.40856051445007,27.77,12.6,349.902,0.00248807528987527,0.00274912710301578,-0.128792196512222
1589,1589,1590,1589,1.40873837471008,36,1.40856051445007,27.77,12.6,349.902,0.00248807528987527,0.00274912710301578,-0.128792196512222
1588,1588,1588,1588,1.27525770664215,35,1.27505719661713,27.64,12.6,348.264,0.00255644065327942,0.00252813287079334,-0.128837034106255
1588,1588,1588,1588,1.27525770664215,35,1.27505719661713,27.64,12.6,348.264,0.00255644065327942,0.00252813287079334,-0.128837034106255
1571,1577,1574,1573,1.09173381328583,34,1.09002792835236,26.39,12.6,332.514,0.0630305111408234,0.0100915869697928,-0.128543868660927
